FID,time_period,time_format,granularity,geocode,label,geom,pact_m,pact_t,pact_f,pocu_t,pocu_m,pocu_f,psal_t,psal_m,psal_f,psel_t,ppar_t
Malla de 250m-2024.fid-68150d23_197ad17ab1b_113b,2024,P1Y,GRID_250,250mN097250E180450,250mN097250E180450,"MULTIPOLYGON (((27.98458539249938 -15.517394916650286, 27.986758987650127 -15.518043816878787, 27.98749404337827 -15.5156256673852, 27.98532042718773 -15.514976816142601, 27.98458539249938 -15.517394916650286)))",17,30,12,24,14,10,21,13,8,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_113c,2024,P1Y,GRID_250,250mN097250E180525,250mN097250E180525,"MULTIPOLYGON (((27.98679029290969 -15.510140522049724, 27.988963951175705 -15.510789275308548, 27.989698803242362 -15.508371032728189, 27.987525123940674 -15.507722328467223, 27.98679029290969 -15.510140522049724)))",16,24,8,18,12,6,15,9,6,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_113d,2024,P1Y,GRID_250,250mN097250E180575,250mN097250E180575,"MULTIPOLYGON (((27.988259887083252 -15.505304103862462, 27.990433587419236 -15.50595275912159, 27.991168303704992 -15.503534454490124, 27.988994582336108 -15.502885848236804, 27.988259887083252 -15.505304103862462)))",11,22,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_113e,2024,P1Y,GRID_250,250mN097250E180600,250mN097250E180600,"MULTIPOLYGON (((27.988994582336108 -15.502885848236804, 27.991168303704992 -15.503534454490124, 27.991902952098346 -15.501116118835107, 27.98972920969795 -15.500467561591591, 27.988994582336108 -15.502885848236804)))",7,12,4,10,6,4,7,,,3,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_113f,2024,P1Y,GRID_250,250mN097250E180625,250mN097250E180625,"MULTIPOLYGON (((27.98972920969795 -15.500467561591591, 27.991902952098346 -15.501116118835107, 27.99263753259796 -15.498697752157915, 27.990463769167423 -15.49804924392817, 27.98972920969795 -15.500467561591591)))",97,206,109,168,81,87,144,68,76,24,38
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1140,2024,P1Y,GRID_250,250mN097250E180650,250mN097250E180650,"MULTIPOLYGON (((27.990463769167423 -15.49804924392817, 27.99263753259796 -15.498697752157915, 27.993372045202545 -15.496279354459887, 27.991198260743246 -15.495630895247885, 27.990463769167423 -15.49804924392817)))",224,448,225,395,200,195,346,167,180,48,54
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1141,2024,P1Y,GRID_250,250mN097250E180675,250mN097250E180675,"MULTIPOLYGON (((27.991198260743246 -15.495630895247885, 27.993372045202545 -15.496279354459887, 27.99410648991078 -15.493860925742355, 27.9919326844241 -15.493212515552091, 27.991198260743246 -15.495630895247885)))",55,106,51,96,52,45,79,39,40,18,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1142,2024,P1Y,GRID_250,250mN097250E180700,250mN097250E180700,"MULTIPOLYGON (((27.9919326844241 -15.493212515552091, 27.99410648991078 -15.493860925742355, 27.99484086672136 -15.491442466006694, 27.992667040208676 -15.490794104842141, 27.9919326844241 -15.493212515552091)))",21,45,23,39,19,20,32,13,18,7,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1143,2024,P1Y,GRID_250,250mN097250E180725,250mN097250E180725,"MULTIPOLYGON (((27.992667040208676 -15.490794104842141, 27.99484086672136 -15.491442466006694, 27.995575175632965 -15.489023975254238, 27.993401328095672 -15.488375663119367, 27.992667040208676 -15.490794104842141)))",21,36,15,29,18,12,23,15,9,6,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1144,2024,P1Y,GRID_250,250mN097250E180750,250mN097250E180750,"MULTIPOLYGON (((27.993401328095672 -15.488375663119367, 27.995575175632965 -15.489023975254238, 27.996309416644277 -15.48660545348634, 27.99413554808375 -15.485957190385154, 27.993401328095672 -15.488375663119367)))",5,11,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1145,2024,P1Y,GRID_250,250mN097250E180800,250mN097250E180800,"MULTIPOLYGON (((27.994869700171627 -15.483538686640811, 27.997043589754 -15.48418690070436, 27.997777694960817 -15.48176831690963, 27.995603784357964 -15.481120151887716, 27.994869700171627 -15.483538686640811)))",11,19,9,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1146,2024,P1Y,GRID_250,250mN097250E180825,250mN097250E180825,"MULTIPOLYGON (((27.995603784357964 -15.481120151887716, 27.997777694960817 -15.48176831690963, 27.998511732263417 -15.479349702103512, 27.99633780064148 -15.478701586127206, 27.995603784357964 -15.481120151887716)))",7,13,6,9,5,4,9,5,4,0,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1147,2024,P1Y,GRID_250,250mN097250E180850,250mN097250E180850,"MULTIPOLYGON (((27.99633780064148 -15.478701586127206, 27.998511732263417 -15.479349702103512, 27.999245701660474 -15.476931056287366, 27.99707174902084 -15.476282989360643, 27.99633780064148 -15.478701586127206)))",24,50,26,47,23,24,34,13,21,13,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1148,2024,P1Y,GRID_250,250mN097250E180875,250mN097250E180875,"MULTIPOLYGON (((27.99707174902084 -15.476282989360643, 27.999245701660474 -15.476931056287366, 27.999979603150692 -15.474512379462531, 27.997805629494753 -15.473864361589374, 27.99707174902084 -15.476282989360643)))",4,10,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1149,2024,P1Y,GRID_250,250mN097250E180925,250mN097250E180925,"MULTIPOLYGON (((27.998539442061887 -15.471445702814746, 28.000713436732756 -15.472093671630367, 28.00144720240537 -15.469674932792222, 27.99927318672094 -15.469027013038128, 27.998539442061887 -15.471445702814746)))",10,18,8,16,10,6,10,4,6,6,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_114a,2024,P1Y,GRID_250,250mN097250E181250,250mN097250E181250,"MULTIPOLYGON (((28.00807282532201 -15.440000318055644, 28.010247093061068 -15.44064764876128, 28.010979975791308 -15.43822850696873, 28.008805687056704 -15.437581225376324, 28.00807282532201 -15.440000318055644)))",15,26,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_114b,2024,P1Y,GRID_250,250mN097250E181300,250mN097250E181300,"MULTIPOLYGON (((28.009538480864954 -15.435162101713988, 28.011712790593727 -15.43580933418919, 28.012445537467016 -15.43339013042402, 28.010271206745458 -15.432742947069995, 28.009538480864954 -15.435162101713988)))",55,106,52,90,49,41,83,44,39,7,17
Malla de 250m-2024.fid-68150d23_197ad17ab1b_114c,2024,P1Y,GRID_250,250mN097250E181325,250mN097250E181325,"MULTIPOLYGON (((28.010271206745458 -15.432742947069995, 28.012445537467016 -15.43339013042402, 28.013178216409855 -15.430970895674577, 28.01100386469692 -15.430323761445703, 28.010271206745458 -15.432742947069995)))",16,34,18,26,12,15,19,7,12,7,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_114d,2024,P1Y,GRID_250,250mN097250E181350,250mN097250E181350,"MULTIPOLYGON (((28.01100386469692 -15.430323761445703, 28.013178216409855 -15.430970895674577, 28.013910827420947 -15.428551629942218, 28.011736454718 -15.427904544842475, 28.01100386469692 -15.430323761445703)))",18,33,16,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_114e,2024,P1Y,GRID_250,250mN097250E181375,250mN097250E181375,"MULTIPOLYGON (((28.011736454718 -15.427904544842475, 28.013910827420947 -15.428551629942218, 28.01464337049898 -15.426132333228319, 28.012468976807412 -15.425485297261664, 28.011736454718 -15.427904544842475)))",304,612,309,499,270,228,458,242,216,41,114
Malla de 250m-2024.fid-68150d23_197ad17ab1b_114f,2024,P1Y,GRID_250,250mN097250E181475,250mN097250E181475,"MULTIPOLYGON (((28.014666135472474 -15.418227368667404, 28.016840592121547 -15.41887425721089, 28.017572863454223 -15.416454836584387, 28.015398385822074 -15.41580799718991, 28.014666135472474 -15.418227368667404)))",35,74,39,59,29,30,49,21,28,10,15
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1150,2024,P1Y,GRID_250,250mN097250E181500,250mN097250E181500,"MULTIPOLYGON (((28.015398385822074 -15.41580799718991, 28.017572863454223 -15.416454836584387, 28.018305066847258 -15.414035384983135, 28.016130568233432 -15.413388594741644, 28.015398385822074 -15.41580799718991)))",9,19,11,15,7,8,12,5,7,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1151,2024,P1Y,GRID_250,250mN097250E181650,250mN097250E181650,"MULTIPOLYGON (((28.01979046117091 -15.401291117986501, 28.02196506467234 -15.401937662403467, 28.02269686040016 -15.399518024982394, 28.020522235925373 -15.398871529742266, 28.01979046117091 -15.401291117986501)))",7,10,3,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1152,2024,P1Y,GRID_250,250mN097250E181675,250mN097250E181675,"MULTIPOLYGON (((28.020522235925373 -15.398871529742266, 28.02269686040016 -15.399518024982394, 28.02342858817916 -15.397098356596139, 28.02125394273244 -15.396451910536808, 28.020522235925373 -15.398871529742266)))",134,270,136,234,121,114,211,109,102,23,36
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1153,2024,P1Y,GRID_250,250mN097250E181700,250mN097250E181700,"MULTIPOLYGON (((28.02125394273244 -15.396451910536808, 28.02342858817916 -15.397098356596139, 28.024160248008094 -15.394678657246045, 28.021985581590787 -15.3940322603715, 28.02125394273244 -15.396451910536808)))",39,81,41,72,36,36,65,31,34,7,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1154,2024,P1Y,GRID_250,250mN097250E195800,250mN097250E195800,"MULTIPOLYGON (((28.423071287002887 -14.026896451380948, 28.42525753414878 -14.027514530227625, 28.425950662422167 -14.025077597465993, 28.423764395116685 -14.024459570023943, 28.423071287002887 -14.026896451380948)))",11,18,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1155,2024,P1Y,GRID_250,250mN097250E195875,250mN097250E195875,"MULTIPOLYGON (((28.425150405293877 -14.019585716947207, 28.427336712914066 -14.020203641568326, 28.42802963513001 -14.017766618435493, 28.4258433073547 -14.0171487452307, 28.425150405293877 -14.019585716947207)))",11,23,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1156,2024,P1Y,GRID_250,250mN097250E195900,250mN097250E195900,"MULTIPOLYGON (((28.4258433073547 -14.0171487452307, 28.42802963513001 -14.017766618435493, 28.42872248865755 -14.015329565182139, 28.426536140728615 -14.014711743397541, 28.4258433073547 -14.0171487452307)))",22,39,17,35,18,17,32,17,15,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1157,2024,P1Y,GRID_250,250mN097250E197400,250mN097250E197400,"MULTIPOLYGON (((28.467291687651414 -13.870875386709391, 28.469479222006076 -13.87149016781523, 28.470167951875002 -13.869051310279009, 28.46798039745625 -13.868436580826735, 28.467291687651414 -13.870875386709391)))",43,88,45,78,38,41,60,28,32,18,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1158,2024,P1Y,GRID_250,250mN097250E197425,250mN097250E197425,"MULTIPOLYGON (((28.46798039745625 -13.868436580826735, 28.470167951875002 -13.869051310279009, 28.470856612977048 -13.866612422720825, 28.46866903849573 -13.865997744925993, 28.46798039745625 -13.868436580826735)))",30,65,36,58,28,30,54,25,29,5,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1159,2024,P1Y,GRID_250,250mN097275E177850,250mN097275E177850,"MULTIPOLYGON (((27.90994278841649 -15.769361681444044, 27.912114168946477 -15.770015707144818, 27.912856298818415 -15.76760074349296, 27.910684897104318 -15.766946766366583, 27.90994278841649 -15.769361681444044)))",9,19,10,16,8,8,13,6,7,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_115a,2024,P1Y,GRID_250,250mN097275E180325,250mN097275E180325,"MULTIPOLYGON (((27.983082690767443 -15.530134098845641, 27.9852561618887 -15.53078329632844, 27.98599157807485 -15.52836525303721, 27.98381808590519 -15.527716104523567, 27.983082690767443 -15.530134098845641)))",16,30,14,23,13,11,20,11,10,3,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_115b,2024,P1Y,GRID_250,250mN097275E180375,250mN097275E180375,"MULTIPOLYGON (((27.98455341316365 -15.525298079164502, 27.98672692638031 -15.525947178705014, 27.987462206803798 -15.523529073333187, 27.985288672541497 -15.522880022769789, 27.98455341316365 -15.525298079164502)))",26,41,15,36,24,12,29,19,10,7,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_115c,2024,P1Y,GRID_250,250mN097275E180400,250mN097275E180400,"MULTIPOLYGON (((27.985288672541497 -15.522880022769789, 27.987462206803798 -15.523529073333187, 27.988197419343972 -15.521110936923069, 27.986023864037417 -15.520461935340768, 27.985288672541497 -15.522880022769789)))",22,50,29,42,18,24,32,13,19,10,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_115d,2024,P1Y,GRID_250,250mN097275E180600,250mN097275E180600,"MULTIPOLYGON (((27.991168303704992 -15.503534454490124, 27.99334200628268 -15.504183113093298, 27.994076675709255 -15.50176472842535, 27.991902952098346 -15.501116118835107, 27.991168303704992 -15.503534454490124)))",38,89,52,80,34,46,68,26,42,13,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_115e,2024,P1Y,GRID_250,250mN097275E180625,250mN097275E180625,"MULTIPOLYGON (((27.991902952098346 -15.501116118835107, 27.994076675709255 -15.50176472842535, 27.9948112772407 -15.499346312731236, 27.99263753259796 -15.498697752157915, 27.991902952098346 -15.501116118835107)))",26,46,20,37,22,16,33,19,14,5,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_115f,2024,P1Y,GRID_250,250mN097275E180675,250mN097275E180675,"MULTIPOLYGON (((27.993372045202545 -15.496279354459887, 27.995545810875736 -15.496927866012305, 27.996280276613028 -15.494509388269895, 27.99410648991078 -15.493860925742355, 27.993372045202545 -15.496279354459887)))",18,42,24,37,16,21,32,15,17,5,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1160,2024,P1Y,GRID_250,250mN097275E180700,250mN097275E180700,"MULTIPOLYGON (((27.99410648991078 -15.493860925742355, 27.996280276613028 -15.494509388269895, 27.997014674451282 -15.492090879505371, 27.99484086672136 -15.491442466006694, 27.99410648991078 -15.493860925742355)))",51,99,48,91,48,43,69,31,38,23,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1161,2024,P1Y,GRID_250,250mN097275E180725,250mN097275E180725,"MULTIPOLYGON (((27.99484086672136 -15.491442466006694, 27.997014674451282 -15.492090879505371, 27.9977490043892 -15.489672339720071, 27.995575175632965 -15.489023975254238, 27.99484086672136 -15.491442466006694)))",12,19,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1162,2024,P1Y,GRID_250,250mN097275E180800,250mN097275E180800,"MULTIPOLYGON (((27.997043589754 -15.48418690070436, 27.999217460558665 -15.48483516709258, 27.999951586787645 -15.482416534253074, 27.997777694960817 -15.48176831690963, 27.997043589754 -15.48418690070436)))",40,75,35,58,35,24,47,26,21,11,17
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1163,2024,P1Y,GRID_250,250mN097275E180825,250mN097275E180825,"MULTIPOLYGON (((27.997777694960817 -15.48176831690963, 27.999951586787645 -15.482416534253074, 28.00068564511101 -15.47999787039821, 27.998511732263417 -15.479349702103512, 27.997777694960817 -15.48176831690963)))",33,59,25,52,32,20,48,29,19,4,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1164,2024,P1Y,GRID_250,250mN097275E181000,250mN097275E181000,"MULTIPOLYGON (((28.002914530016938 -15.464837362103422, 28.005088568960108 -15.465485236022015, 28.00582215190753 -15.463066355097455, 28.003648091953284 -15.462418530255462, 28.002914530016938 -15.464837362103422)))",9,14,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1165,2024,P1Y,GRID_250,250mN097275E181075,250mN097275E181075,"MULTIPOLYGON (((28.00511501208052 -15.457580773559224, 28.007289114052796 -15.458228500236068, 28.008022493248 -15.455809526301957, 28.005848370268804 -15.45516184871364, 28.00511501208052 -15.457580773559224)))",18,36,19,27,13,14,21,10,11,7,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1166,2024,P1Y,GRID_250,250mN097275E181225,250mN097275E181225,"MULTIPOLYGON (((28.009514142404324 -15.443066759565466, 28.011688370397383 -15.443714191651416, 28.012421342052757 -15.441295031734821, 28.010247093061068 -15.44064764876128, 28.009514142404324 -15.443066759565466)))",9,17,9,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1167,2024,P1Y,GRID_250,250mN097275E181350,250mN097275E181350,"MULTIPOLYGON (((28.013178216409855 -15.430970895674577, 28.01535254938217 -15.431618082158735, 28.016085181384945 -15.429198767294091, 28.013910827420947 -15.428551629942218, 28.013178216409855 -15.430970895674577)))",23,53,30,40,19,21,37,17,20,3,13
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1168,2024,P1Y,GRID_250,250mN097275E181375,250mN097275E181375,"MULTIPOLYGON (((28.013910827420947 -15.428551629942218, 28.016085181384945 -15.429198767294091, 28.016817745453277 -15.426779421443918, 28.01464337049898 -15.426132333228319, 28.013910827420947 -15.428551629942218)))",18,43,26,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1169,2024,P1Y,GRID_250,250mN097275E181475,250mN097275E181475,"MULTIPOLYGON (((28.016840592121547 -15.41887425721089, 28.019015030038442 -15.419521197993841, 28.019747322355855 -15.417101728215174, 28.017572863454223 -15.416454836584387, 28.016840592121547 -15.41887425721089)))",45,93,48,75,38,38,61,29,32,14,18
Malla de 250m-2024.fid-68150d23_197ad17ab1b_116a,2024,P1Y,GRID_250,250mN097275E181500,250mN097275E181500,"MULTIPOLYGON (((28.017572863454223 -15.416454836584387, 28.019747322355855 -15.417101728215174, 28.020479546732258 -15.414682227457781, 28.018305066847258 -15.414035384983135, 28.017572863454223 -15.416454836584387)))",15,26,10,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_116b,2024,P1Y,GRID_250,250mN097275E181600,250mN097275E181600,"MULTIPOLYGON (((28.020501269375572 -15.406776844344567, 28.022675812202333 -15.407423539326924, 28.02340776480162 -15.40500391466829, 28.021233200997052 -15.404357268857975, 28.020501269375572 -15.406776844344567)))",77,188,112,153,65,88,142,59,83,11,35
Malla de 250m-2024.fid-68150d23_197ad17ab1b_116c,2024,P1Y,GRID_250,250mN097275E181625,250mN097275E181625,"MULTIPOLYGON (((28.021233200997052 -15.404357268857975, 28.02340776480162 -15.40500391466829, 28.02413964945333 -15.402584259037765, 28.02196506467234 -15.401937662403467, 28.021233200997052 -15.404357268857975)))",118,231,113,158,92,66,147,85,62,11,73
Malla de 250m-2024.fid-68150d23_197ad17ab1b_116d,2024,P1Y,GRID_250,250mN097275E181650,250mN097275E181650,"MULTIPOLYGON (((28.02196506467234 -15.401937662403467, 28.02413964945333 -15.402584259037765, 28.024871466156185 -15.400164572436701, 28.02269686040016 -15.399518024982394, 28.02196506467234 -15.401937662403467)))",160,328,169,236,120,116,207,102,105,29,92
Malla de 250m-2024.fid-68150d23_197ad17ab1b_116e,2024,P1Y,GRID_250,250mN097275E181675,250mN097275E181675,"MULTIPOLYGON (((28.02269686040016 -15.399518024982394, 28.024871466156185 -15.400164572436701, 28.025603214908855 -15.397744854866463, 28.02342858817916 -15.397098356596139, 28.02269686040016 -15.399518024982394)))",114,220,106,185,101,84,153,80,74,32,35
Malla de 250m-2024.fid-68150d23_197ad17ab1b_116f,2024,P1Y,GRID_250,250mN097275E195825,250mN097275E195825,"MULTIPOLYGON (((28.425950662422167 -14.025077597465993, 28.42813691194974 -14.025695675253473, 28.428829991698322 -14.023258660954554, 28.426643722011015 -14.022640634579027, 28.425950662422167 -14.025077597465993)))",6,11,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1170,2024,P1Y,GRID_250,250mN097275E197400,250mN097275E197400,"MULTIPOLYGON (((28.469479222006076 -13.87149016781523, 28.471666738685972 -13.872104999048963, 28.47235548862061 -13.869666089855729, 28.470167951875002 -13.869051310279009, 28.469479222006076 -13.87149016781523)))",98,209,111,186,89,98,153,71,82,33,23
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1171,2024,P1Y,GRID_250,250mN097275E197425,250mN097275E197425,"MULTIPOLYGON (((28.470167951875002 -13.869051310279009, 28.47235548862061 -13.869666089855729, 28.47304416978689 -13.867227150636628, 28.470856612977048 -13.866612422720825, 28.470167951875002 -13.869051310279009)))",68,137,69,127,62,65,115,58,57,12,10
