FID,time_period,time_format,granularity,geocode,label,geom,pact_m,pact_t,pact_f,pocu_t,pocu_m,pocu_f,psal_t,psal_m,psal_f,psel_t,ppar_t
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f1,2024,P1Y,GRID_250,250mN097175E181450,250mN097175E181450,"MULTIPOLYGON (((28.007410397788764 -15.418706209516218, 28.009584889655045 -15.419352990504928, 28.010317165977693 -15.416933748280139, 28.00814265313202 -15.416287016426972, 28.007410397788764 -15.418706209516218)))",37,68,32,56,30,26,52,27,25,3,13
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f2,2024,P1Y,GRID_250,250mN097175E181600,250mN097175E181600,"MULTIPOLYGON (((28.01180291083068 -15.40419058660488, 28.01397752855257 -15.404837072720715, 28.01470939725071 -15.402417644731273, 28.012534758557745 -15.401771207774829, 28.01180291083068 -15.40419058660488)))",16,28,12,25,15,10,20,12,8,5,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f3,2024,P1Y,GRID_250,250mN097175E181625,250mN097175E181625,"MULTIPOLYGON (((28.012534758557745 -15.401771207774829, 28.01470939725071 -15.402417644731273, 28.01544119800683 -15.399998185785835, 28.01326653834417 -15.39935179799275, 28.012534758557745 -15.401771207774829)))",21,38,17,34,18,16,27,11,16,7,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f4,2024,P1Y,GRID_250,250mN097175E181700,250mN097175E181700,"MULTIPOLYGON (((28.014729894089946 -15.394512885577964, 28.01690459568782 -15.395159175032411, 28.01763619261007 -15.392739623227156, 28.015461470046663 -15.392093382947994, 28.014729894089946 -15.394512885577964)))",21,39,18,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f5,2024,P1Y,GRID_250,250mN097175E181725,250mN097175E181725,"MULTIPOLYGON (((28.015461470046663 -15.392093382947994, 28.01763619261007 -15.392739623227156, 28.018367721585065 -15.390320040471362, 28.01619297805754 -15.389673849371459, 28.015461470046663 -15.392093382947994)))",35,72,37,63,34,29,59,31,28,4,9
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f6,2024,P1Y,GRID_250,250mN097175E181750,250mN097175E181750,"MULTIPOLYGON (((28.01619297805754 -15.389673849371459, 28.018367721585065 -15.390320040471362, 28.019099182611505 -15.387900426766398, 28.016924418121228 -15.387254284849709, 28.01619297805754 -15.389673849371459)))",30,56,26,44,22,21,35,16,19,8,13
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f7,2024,P1Y,GRID_250,250mN097175E195900,250mN097175E195900,"MULTIPOLYGON (((28.419284217390064 -14.01529542758084, 28.42147059848481 -14.015913149807973, 28.42216339155637 -14.013476250804914, 28.41997699031292 -14.012858579987665, 28.419284217390064 -14.01529542758084)))",54,90,36,83,50,33,78,48,30,6,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f8,2024,P1Y,GRID_250,250mN097175E195925,250mN097175E195925,"MULTIPOLYGON (((28.41997699031292 -14.012858579987665, 28.42216339155637 -14.013476250804914, 28.422856115942736 -14.011039321694605, 28.420669694552036 -14.010421702291135, 28.41997699031292 -14.012858579987665)))",27,50,23,47,26,22,40,21,19,8,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10f9,2024,P1Y,GRID_250,250mN097175E195950,250mN097175E195950,"MULTIPOLYGON (((28.420669694552036 -14.010421702291135, 28.422856115942736 -14.011039321694605, 28.423548771642576 -14.008602362478655, 28.421362330106152 -14.007984794492856, 28.420669694552036 -14.010421702291135)))",12,18,6,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10fa,2024,P1Y,GRID_250,250mN097175E196300,250mN097175E196300,"MULTIPOLYGON (((28.430360341387733 -13.976302254586107, 28.432547044683382 -13.976919153788051, 28.433238738637066 -13.974481773261672, 28.431052015216515 -13.973864925531888, 28.430360341387733 -13.976302254586107)))",7,15,8,15,7,8,12,6,6,3,0
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10fb,2024,P1Y,GRID_250,250mN097175E196325,250mN097175E196325,"MULTIPOLYGON (((28.431052015216515 -13.973864925531888, 28.433238738637066 -13.974481773261672, 28.433930363884944 -13.972044362653756, 28.43174362034099 -13.971427566400003, 28.431052015216515 -13.973864925531888)))",13,26,13,23,10,13,18,5,13,5,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10fc,2024,P1Y,GRID_250,250mN097175E196350,250mN097175E196350,"MULTIPOLYGON (((28.43174362034099 -13.971427566400003, 28.433930363884944 -13.972044362653756, 28.43462192042573 -13.969606921965896, 28.432435156759848 -13.968990177192074, 28.43174362034099 -13.971427566400003)))",10,21,11,17,9,8,11,5,6,6,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10fd,2024,P1Y,GRID_250,250mN097200E179500,250mN097200E179500,"MULTIPOLYGON (((27.95225813908016 -15.607958372167355, 27.954430971427886 -15.608609025948487, 27.95516856366348 -15.606192154264331, 27.952995710227 -15.605541549311527, 27.95225813908016 -15.607958372167355)))",9,12,3,9,,,6,,,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10fe,2024,P1Y,GRID_250,250mN097200E180300,250mN097200E180300,"MULTIPOLYGON (((27.97582676466873 -15.530604637092132, 27.97800027117447 -15.531253726391467, 27.978735692095714 -15.528835861028641, 27.97656216454525 -15.528186820685065, 27.97582676466873 -15.530604637092132)))",9,16,7,13,8,5,10,5,5,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_10ff,2024,P1Y,GRID_250,250mN097200E180525,250mN097200E180525,"MULTIPOLYGON (((27.98244291998893 -15.5088431725912, 27.98461661584743 -15.50949182114551, 27.985351425844428 -15.507073676557717, 27.98317770895364 -15.506425076994974, 27.98244291998893 -15.5088431725912)))",12,23,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1100,2024,P1Y,GRID_250,250mN097200E180550,250mN097200E180550,"MULTIPOLYGON (((27.98317770895364 -15.506425076994974, 27.985351425844428 -15.507073676557717, 27.986086167954415 -15.504655500951646, 27.983912430032703 -15.504006950384452, 27.98317770895364 -15.506425076994974)))",18,25,8,19,14,6,16,11,6,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1101,2024,P1Y,GRID_250,250mN097200E180575,250mN097200E180575,"MULTIPOLYGON (((27.983912430032703 -15.504006950384452, 27.986086167954415 -15.504655500951646, 27.986820842176048 -15.50223729432866, 27.984647083224807 -15.50158879276099, 27.983912430032703 -15.504006950384452)))",23,48,25,40,21,20,32,15,17,9,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1102,2024,P1Y,GRID_250,250mN097200E180600,250mN097200E180600,"MULTIPOLYGON (((27.984647083224807 -15.50158879276099, 27.986820842176048 -15.50223729432866, 27.987555448508047 -15.499819056690095, 27.98538166852866 -15.49917060412593, 27.984647083224807 -15.50158879276099)))",47,91,44,79,43,36,67,33,34,13,12
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1103,2024,P1Y,GRID_250,250mN097200E180750,250mN097200E180750,"MULTIPOLYGON (((27.989053576677897 -15.487079195823828, 27.99122746177731 -15.487727403310803, 27.991961660743847 -15.485308979607105, 27.989787754624572 -15.484660821147495, 27.989053576677897 -15.487079195823828)))",12,34,21,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1104,2024,P1Y,GRID_250,250mN097200E180775,250mN097200E180775,"MULTIPOLYGON (((27.989787754624572 -15.484660821147495, 27.991961660743847 -15.485308979607105, 27.992695791811556 -15.482890524897261, 27.99052186467382 -15.482242415469006, 27.989787754624572 -15.484660821147495)))",45,104,60,90,41,49,82,35,47,8,14
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1105,2024,P1Y,GRID_250,250mN097200E180800,250mN097200E180800,"MULTIPOLYGON (((27.99052186467382 -15.482242415469006, 27.992695791811556 -15.482890524897261, 27.993429854979123 -15.480472039182644, 27.99125590682427 -15.479823978789724, 27.99052186467382 -15.482242415469006)))",20,40,20,34,18,16,28,13,15,7,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1106,2024,P1Y,GRID_250,250mN097200E180825,250mN097200E180825,"MULTIPOLYGON (((27.99125590682427 -15.479823978789724, 27.993429854979123 -15.480472039182644, 27.994163850245243 -15.47805352246459, 27.99198988107468 -15.477405511110979, 27.99125590682427 -15.479823978789724)))",21,42,21,30,19,11,23,13,10,7,12
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1107,2024,P1Y,GRID_250,250mN097200E180850,250mN097200E180850,"MULTIPOLYGON (((27.99198988107468 -15.477405511110979, 27.994163850245243 -15.47805352246459, 27.99489777760859 -15.475634974744455, 27.9927237874237 -15.47498701243413, 27.99198988107468 -15.477405511110979)))",6,11,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1108,2024,P1Y,GRID_250,250mN097200E180875,250mN097200E180875,"MULTIPOLYGON (((27.9927237874237 -15.47498701243413, 27.99489777760859 -15.475634974744455, 27.99563163706786 -15.4732163960236, 27.993457625870015 -15.472568482760527, 27.9927237874237 -15.47498701243413)))",16,28,12,24,14,10,19,10,9,5,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1109,2024,P1Y,GRID_250,250mN097200E180900,250mN097200E180900,"MULTIPOLYGON (((27.993457625870015 -15.472568482760527, 27.99563163706786 -15.4732163960236, 27.996365428621733 -15.470797786303367, 27.99419139641234 -15.470149922091533, 27.993457625870015 -15.472568482760527)))",165,321,156,276,150,126,244,127,118,31,45
Malla de 250m-2024.fid-68150d23_197ad17ab1b_110a,2024,P1Y,GRID_250,250mN097200E180925,250mN097200E180925,"MULTIPOLYGON (((27.99419139641234 -15.470149922091533, 27.996365428621733 -15.470797786303367, 27.997099152268934 -15.468379145585105, 27.994925099049343 -15.467731330428492, 27.99419139641234 -15.470149922091533)))",77,172,95,156,73,83,131,59,72,25,16
Malla de 250m-2024.fid-68150d23_197ad17ab1b_110b,2024,P1Y,GRID_250,250mN097200E181025,250mN097200E181025,"MULTIPOLYGON (((27.997125799515388 -15.460475369488636, 27.999299915757202 -15.46112303745574, 28.000033367764487 -15.458704272758922, 27.997859230518024 -15.458056653862942, 27.997125799515388 -15.460475369488636)))",6,11,4,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_110c,2024,P1Y,GRID_250,250mN097200E181150,250mN097200E181150,"MULTIPOLYGON (((28.000792275396808 -15.448381481500993, 28.002966496648003 -15.449028904072721, 28.003699609075927 -15.446609984433197, 28.001525366827 -15.445962610952478, 28.000792275396808 -15.448381481500993)))",12,22,10,20,12,8,17,9,8,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_110d,2024,P1Y,GRID_250,250mN097200E181175,250mN097200E181175,"MULTIPOLYGON (((28.001525366827 -15.445962610952478, 28.003699609075927 -15.446609984433197, 28.004432653584036 -15.444191033809217, 28.002258390338778 -15.443543709423464, 28.001525366827 -15.445962610952478)))",5,10,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_110e,2024,P1Y,GRID_250,250mN097200E181375,250mN097200E181375,"MULTIPOLYGON (((28.007387653095314 -15.426610531380604, 28.009562063276125 -15.427257511990163, 28.010294564378608 -15.42483831353931, 28.008120133212547 -15.424191382056515, 28.007387653095314 -15.426610531380604)))",14,27,13,22,13,10,19,11,9,3,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_110f,2024,P1Y,GRID_250,250mN097200E181400,250mN097200E181400,"MULTIPOLYGON (((28.008120133212547 -15.424191382056515, 28.010294564378608 -15.42483831353931, 28.01102699754948 -15.422419084116202, 28.00885254539956 -15.421772201764174, 28.008120133212547 -15.424191382056515)))",14,28,14,23,13,10,19,10,9,4,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1110,2024,P1Y,GRID_250,250mN097200E181575,250mN097200E181575,"MULTIPOLYGON (((28.013245591913748 -15.407256469752781, 28.01542016993772 -15.407903057236794, 28.016152127550686 -15.405483611046144, 28.01397752855257 -15.404837072720715, 28.013245591913748 -15.407256469752781)))",21,44,22,37,18,19,34,16,18,3,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1111,2024,P1Y,GRID_250,250mN097200E181600,250mN097200E181600,"MULTIPOLYGON (((28.01397752855257 -15.404837072720715, 28.016152127550686 -15.405483611046144, 28.01688401722158 -15.403064133894148, 28.01470939725071 -15.402417644731273, 28.01397752855257 -15.404837072720715)))",62,109,47,96,58,39,81,47,34,15,13
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1112,2024,P1Y,GRID_250,250mN097200E181625,250mN097200E181625,"MULTIPOLYGON (((28.01470939725071 -15.402417644731273, 28.01688401722158 -15.403064133894148, 28.017615838949084 -15.400644625782189, 28.01544119800683 -15.399998185785835, 28.01470939725071 -15.402417644731273)))",33,62,29,52,30,22,45,27,18,7,10
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1113,2024,P1Y,GRID_250,250mN097200E181675,250mN097200E181675,"MULTIPOLYGON (((28.016172930819632 -15.397578695885755, 28.01834759273187 -15.39822508671162, 28.019079278568658 -15.395805516683794, 28.01690459568782 -15.395159175032411, 28.016172930819632 -15.397578695885755)))",8,12,5,11,7,4,8,4,4,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1114,2024,P1Y,GRID_250,250mN097200E195900,250mN097200E195900,"MULTIPOLYGON (((28.42147059848481 -14.015913149807973, 28.423656961806337 -14.01653092235639, 28.42434977502825 -14.014093971940007, 28.42216339155637 -14.013476250804914, 28.42147059848481 -14.015913149807973)))",256,487,231,427,228,199,354,187,167,73,60
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1115,2024,P1Y,GRID_250,250mN097200E195925,250mN097200E195925,"MULTIPOLYGON (((28.42216339155637 -14.013476250804914, 28.42434977502825 -14.014093971940007, 28.42504251956347 -14.011656991412476, 28.422856115942736 -14.011039321694605, 28.42216339155637 -14.013476250804914)))",43,82,40,68,37,31,64,35,29,4,14
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1116,2024,P1Y,GRID_250,250mN097200E195950,250mN097200E195950,"MULTIPOLYGON (((28.422856115942736 -14.011039321694605, 28.42504251956347 -14.011656991412476, 28.42573519541072 -14.009219980775411, 28.423548771642576 -14.008602362478655, 28.422856115942736 -14.011039321694605)))",17,28,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1117,2024,P1Y,GRID_250,250mN097200E196300,250mN097200E196300,"MULTIPOLYGON (((28.432547044683382 -13.976919153788051, 28.43473373023202 -13.977536103256188, 28.435425444312248 -13.97509867125422, 28.433238738637066 -13.974481773261672, 28.432547044683382 -13.976919153788051)))",22,40,18,36,19,17,30,17,13,6,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1118,2024,P1Y,GRID_250,250mN097225E177825,250mN097225E177825,"MULTIPOLYGON (((27.904857836355355 -15.770468574893336, 27.907029233657433 -15.771122543777103, 27.9077713889094 -15.768707708436226, 27.90559997042523 -15.768053788116674, 27.904857836355355 -15.770468574893336)))",7,11,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1119,2024,P1Y,GRID_250,250mN097225E180300,250mN097225E180300,"MULTIPOLYGON (((27.97800027117447 -15.531253726391467, 27.980173758868794 -15.531902868068986, 27.98090920083644 -15.529484953747277, 27.978735692095714 -15.528835861028641, 27.97800027117447 -15.531253726391467)))",24,36,12,30,22,9,23,16,7,7,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_111a,2024,P1Y,GRID_250,250mN097225E180375,250mN097225E180375,"MULTIPOLYGON (((27.98020633031121 -15.524000037213229, 27.98237988114061 -15.524649032002134, 27.983115119474505 -15.52223102458139, 27.98094154760285 -15.52158207876332, 27.98020633031121 -15.524000037213229)))",9,20,11,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_111b,2024,P1Y,GRID_250,250mN097225E180400,250mN097225E180400,"MULTIPOLYGON (((27.98094154760285 -15.52158207876332, 27.983115119474505 -15.52223102458139, 27.98385028992786 -15.51981298613033, 27.98167669701534 -15.519164089287063, 27.98094154760285 -15.52158207876332)))",14,27,13,25,13,12,19,9,10,6,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_111c,2024,P1Y,GRID_250,250mN097225E180500,250mN097225E180500,"MULTIPOLYGON (((27.983881737964705 -15.511909934713684, 27.98605539399161 -15.512558684608637, 27.98679029290969 -15.510140522049724, 27.98461661584743 -15.50949182114551, 27.983881737964705 -15.511909934713684)))",6,13,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_111d,2024,P1Y,GRID_250,250mN097225E180525,250mN097225E180525,"MULTIPOLYGON (((27.98461661584743 -15.50949182114551, 27.98679029290969 -15.510140522049724, 27.987525123940674 -15.507722328467223, 27.985351425844428 -15.507073676557717, 27.98461661584743 -15.50949182114551)))",13,25,12,19,10,9,16,9,7,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_111e,2024,P1Y,GRID_250,250mN097225E180650,250mN097225E180650,"MULTIPOLYGON (((27.988289986949056 -15.497400788037298, 27.990463769167423 -15.49804924392817, 27.991198260743246 -15.495630895247885, 27.989024457497806 -15.494982488371626, 27.988289986949056 -15.497400788037298)))",18,31,14,24,14,10,20,11,10,4,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_111f,2024,P1Y,GRID_250,250mN097225E180725,250mN097225E180725,"MULTIPOLYGON (((27.990493194913256 -15.490145796007013, 27.992667040208676 -15.490794104842141, 27.993401328095672 -15.488375663119367, 27.99122746177731 -15.487727403310803, 27.990493194913256 -15.490145796007013)))",19,29,10,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1120,2024,P1Y,GRID_250,250mN097225E180750,250mN097225E180750,"MULTIPOLYGON (((27.99122746177731 -15.487727403310803, 27.993401328095672 -15.488375663119367, 27.99413554808375 -15.485957190385154, 27.991961660743847 -15.485308979607105, 27.99122746177731 -15.487727403310803)))",32,56,24,46,29,17,28,16,12,18,11
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1121,2024,P1Y,GRID_250,250mN097225E180775,250mN097225E180775,"MULTIPOLYGON (((27.991961660743847 -15.485308979607105, 27.99413554808375 -15.485957190385154, 27.994869700171627 -15.483538686640811, 27.992695791811556 -15.482890524897261, 27.991961660743847 -15.485308979607105)))",8,14,6,6,,,6,,,0,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1122,2024,P1Y,GRID_250,250mN097225E180800,250mN097225E180800,"MULTIPOLYGON (((27.992695791811556 -15.482890524897261, 27.994869700171627 -15.483538686640811, 27.995603784357964 -15.481120151887716, 27.993429854979123 -15.480472039182644, 27.992695791811556 -15.482890524897261)))",41,80,39,69,36,33,60,31,29,9,11
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1123,2024,P1Y,GRID_250,250mN097225E180825,250mN097225E180825,"MULTIPOLYGON (((27.993429854979123 -15.480472039182644, 27.995603784357964 -15.481120151887716, 27.99633780064148 -15.478701586127206, 27.994163850245243 -15.47805352246459, 27.993429854979123 -15.480472039182644)))",21,42,22,38,18,20,28,13,14,10,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1124,2024,P1Y,GRID_250,250mN097225E180850,250mN097225E180850,"MULTIPOLYGON (((27.994163850245243 -15.47805352246459, 27.99633780064148 -15.478701586127206, 27.99707174902084 -15.476282989360643, 27.99489777760859 -15.475634974744455, 27.994163850245243 -15.47805352246459)))",32,57,25,54,32,22,44,25,19,10,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1125,2024,P1Y,GRID_250,250mN097225E180875,250mN097225E180875,"MULTIPOLYGON (((27.99489777760859 -15.475634974744455, 27.99707174902084 -15.476282989360643, 27.997805629494753 -15.473864361589374, 27.99563163706786 -15.4732163960236, 27.99489777760859 -15.475634974744455)))",56,102,46,80,46,35,70,41,29,11,22
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1126,2024,P1Y,GRID_250,250mN097225E180900,250mN097225E180900,"MULTIPOLYGON (((27.99563163706786 -15.4732163960236, 27.997805629494753 -15.473864361589374, 27.998539442061887 -15.471445702814746, 27.996365428621733 -15.470797786303367, 27.99563163706786 -15.4732163960236)))",67,134,67,112,55,58,94,43,51,19,22
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1127,2024,P1Y,GRID_250,250mN097225E180925,250mN097225E180925,"MULTIPOLYGON (((27.996365428621733 -15.470797786303367, 27.998539442061887 -15.471445702814746, 27.99927318672094 -15.469027013038128, 27.997099152268934 -15.468379145585105, 27.996365428621733 -15.470797786303367)))",6,12,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1128,2024,P1Y,GRID_250,250mN097225E181300,250mN097225E181300,"MULTIPOLYGON (((28.0073641523922 -15.434514921495692, 28.009538480864954 -15.435162101713988, 28.010271206745458 -15.432742947069995, 28.008096857281622 -15.432095815969719, 28.0073641523922 -15.434514921495692)))",8,16,8,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1129,2024,P1Y,GRID_250,250mN097225E181325,250mN097225E181325,"MULTIPOLYGON (((28.008096857281622 -15.432095815969719, 28.010271206745458 -15.432742947069995, 28.01100386469692 -15.430323761445703, 28.00882949424336 -15.42967667946742, 28.008096857281622 -15.432095815969719)))",5,10,5,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_112a,2024,P1Y,GRID_250,250mN097225E181350,250mN097225E181350,"MULTIPOLYGON (((28.00882949424336 -15.42967667946742, 28.01100386469692 -15.430323761445703, 28.011736454718 -15.427904544842475, 28.009562063276125 -15.427257511990163, 28.00882949424336 -15.42967667946742)))",13,24,12,21,9,12,18,8,10,3,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_112b,2024,P1Y,GRID_250,250mN097225E181375,250mN097225E181375,"MULTIPOLYGON (((28.009562063276125 -15.427257511990163, 28.011736454718 -15.427904544842475, 28.012468976807412 -15.425485297261664, 28.010294564378608 -15.42483831353931, 28.009562063276125 -15.427257511990163)))",117,212,95,170,99,71,147,83,64,23,42
Malla de 250m-2024.fid-68150d23_197ad17ab1b_112c,2024,P1Y,GRID_250,250mN097225E181450,250mN097225E181450,"MULTIPOLYGON (((28.01175936278744 -15.419999823722215, 28.013933817185958 -15.420646709172777, 28.014666135472474 -15.418227368667404, 28.012491660091186 -15.41758053235872, 28.01175936278744 -15.419999823722215)))",20,30,10,25,18,7,19,13,6,6,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_112d,2024,P1Y,GRID_250,250mN097225E181575,250mN097225E181575,"MULTIPOLYGON (((28.01542016993772 -15.407903057236794, 28.01759472923622 -15.408549696938255, 28.018326707825025 -15.406130201585867, 28.016152127550686 -15.405483611046144, 28.01542016993772 -15.407903057236794)))",37,74,38,66,34,32,57,28,29,10,8
Malla de 250m-2024.fid-68150d23_197ad17ab1b_112e,2024,P1Y,GRID_250,250mN097225E181600,250mN097225E181600,"MULTIPOLYGON (((28.016152127550686 -15.405483611046144, 28.018326707825025 -15.406130201585867, 28.01905861847037 -15.403710675268163, 28.01688401722158 -15.403064133894148, 28.016152127550686 -15.405483611046144)))",40,76,36,72,39,33,51,25,26,22,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_112f,2024,P1Y,GRID_250,250mN097225E181750,250mN097225E181750,"MULTIPOLYGON (((28.020542446398927 -15.390966283761884, 28.022717152499105 -15.3916125792477, 28.023448655456093 -15.389192867166782, 28.021273928389807 -15.388546620870528, 28.020542446398927 -15.390966283761884)))",14,21,7,,,,,,,,
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1130,2024,P1Y,GRID_250,250mN097225E195825,250mN097225E195825,"MULTIPOLYGON (((28.421578110033224 -14.023841592922713, 28.423764395116685 -14.024459570023943, 28.424457434547442 -14.022022658545499, 28.422271129307525 -14.02140473284935, 28.421578110033224 -14.023841592922713)))",24,48,25,43,22,21,40,19,21,3,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1131,2024,P1Y,GRID_250,250mN097225E195850,250mN097225E195850,"MULTIPOLYGON (((28.422271129307525 -14.02140473284935, 28.424457434547442 -14.022022658545499, 28.425150405293877 -14.019585716947207, 28.422964079898993 -14.018967842660043, 28.422271129307525 -14.02140473284935)))",7,11,4,9,5,4,6,,,3,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1132,2024,P1Y,GRID_250,250mN097225E195900,250mN097225E195900,"MULTIPOLYGON (((28.423656961806337 -14.01653092235639, 28.4258433073547 -14.0171487452307, 28.426536140728615 -14.014711743397541, 28.42434977502825 -14.014093971940007, 28.423656961806337 -14.01653092235639)))",37,86,50,79,35,44,75,33,42,5,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1133,2024,P1Y,GRID_250,250mN097225E195925,250mN097225E195925,"MULTIPOLYGON (((28.42434977502825 -14.014093971940007, 28.426536140728615 -14.014711743397541, 28.42722890541436 -14.012274711449345, 28.42504251956347 -14.011656991412476, 28.42434977502825 -14.014093971940007)))",26,47,21,44,25,19,38,20,18,6,3
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1134,2024,P1Y,GRID_250,250mN097225E195950,250mN097225E195950,"MULTIPOLYGON (((28.42504251956347 -14.011656991412476, 28.42722890541436 -14.012274711449345, 28.427921601410603 -14.009837649387732, 28.42573519541072 -14.009219980775411, 28.42504251956347 -14.011656991412476)))",10,17,7,12,8,3,9,5,3,3,5
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1135,2024,P1Y,GRID_250,250mN097250E177850,250mN097250E177850,"MULTIPOLYGON (((27.9077713889094 -15.768707708436226, 27.90994278841649 -15.769361681444044, 27.910684897104318 -15.766946766366583, 27.9085134764148 -15.766292841930078, 27.9077713889094 -15.768707708436226)))",12,22,10,19,10,9,16,8,8,3,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1136,2024,P1Y,GRID_250,250mN097250E180300,250mN097250E180300,"MULTIPOLYGON (((27.980173758868794 -15.531902868068986, 27.982347227751703 -15.532552062129382, 27.983082690767443 -15.530134098845641, 27.98090920083644 -15.529484953747277, 27.980173758868794 -15.531902868068986)))",17,30,14,24,14,10,19,10,9,5,7
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1137,2024,P1Y,GRID_250,250mN097250E180325,250mN097250E180325,"MULTIPOLYGON (((27.98090920083644 -15.529484953747277, 27.983082690767443 -15.530134098845641, 27.98381808590519 -15.527716104523567, 27.981644574927483 -15.52706700839121, 27.98090920083644 -15.529484953747277)))",27,49,22,43,24,19,35,18,17,8,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1138,2024,P1Y,GRID_250,250mN097250E180350,250mN097250E180350,"MULTIPOLYGON (((27.981644574927483 -15.52706700839121, 27.98381808590519 -15.527716104523567, 27.98455341316365 -15.525298079164502, 27.98237988114061 -15.524649032002134, 27.981644574927483 -15.52706700839121)))",17,34,18,31,15,16,26,11,15,5,4
Malla de 250m-2024.fid-68150d23_197ad17ab1b_1139,2024,P1Y,GRID_250,250mN097250E180375,250mN097250E180375,"MULTIPOLYGON (((27.98237988114061 -15.524649032002134, 27.98455341316365 -15.525298079164502, 27.985288672541497 -15.522880022769789, 27.983115119474505 -15.52223102458139, 27.98237988114061 -15.524649032002134)))",27,56,29,50,25,25,40,17,24,10,6
Malla de 250m-2024.fid-68150d23_197ad17ab1b_113a,2024,P1Y,GRID_250,250mN097250E180425,250mN097250E180425,"MULTIPOLYGON (((27.98385028992786 -15.51981298613033, 27.986023864037417 -15.520461935340768, 27.986758987650127 -15.518043816878787, 27.98458539249938 -15.517394916650286, 27.98385028992786 -15.51981298613033)))",14,25,11,18,10,8,14,8,6,4,7
